country,date,protest_event,abuse,accident,aid,alcohol,allah,arrest,attack,bank,bankrupt,bombing,border,boss,broken,budget,business,certificate,children,church,clean_air,closed,community,construction,cost,court,credit_card,crew,crime,crops,curfew,currency,dating,debt,destroy,devalue,discriminate,drought,economic,economy,education,election,electricity,ethnic,exclude,expensive,export,family,flood,food,gamble,gambling,gas,gay,gender,god,government,grievance,health,healthcare,holiday,homosexual,house,housing,identity,import,industry,inflation,interest_rate,internet,invest,jobs,kill,language,license,loans,lottery,luxury,marriage,medicine,men,military,mobilize,mosque,move_out,moving,natural_disaster,no_work,official,open,organize,passport,pension,petrol,police,polls,pollution,porn,prison,property,prosecute,protest,race,ration,real_estate,reform,regulate,religion,rent,retire,riot,roads,sanitation,savings,services,sex,sharia,shortage,shutdown,sick,sports,stock,syndicate,target,tariff,tax,temple,terror,terrorist,ticket,unemploy,unemployment,union,violation,violence,visa,vote,water,wedding,wife,women,work,workers,youth,anger,angry,anxious,bored,boring,confident,depress,depression,happy,nervous,sad,stress
Algeria,2013-12-01,yes,6,40,5,2,45,2,25,21,0,2,9,33,23,11,18,6,20,2,0,4,3,12,8,17,6,12,14,3,0,10,5,2,8,0,0,1,8,5,11,2,2,1,9,3,6,30,3,20,4,0,11,43,5,54,2,0,6,2,16,5,31,0,10,5,5,2,0,28,4,24,17,17,20,0,10,6,8,8,55,7,0,6,0,7,0,22,19,33,3,8,3,3,29,0,20,84,5,3,0,4,16,3,2,5,5,13,7,9,6,2,5,0,14,48,21,0,8,7,13,12,1,10,0,4,22,3,3,17,0,2,7,3,23,21,5,10,48,57,34,20.5,4,7,2,67,0,4,11,6,0,10,39,4,41,18
Algeria,2014-01-01,yes,9,56,4,4,39,6,34,19,0,0,8,41,31,10,16,6,14,4,0,11,6,13,11,13,6,21,11,5,0,6,4,9,11,0,0,1,7,3,9,2,2,2,5,5,5,36,3,15,7,0,10,40,4,52,1,0,8,2,25,11,32,1,9,5,4,2,3,27,5,16,19,16,15,0,3,11,6,7,55,6,0,7,0,7,0,19,17,33,1,6,5,3,30,3,19,84,5,2,0,3,27,4,5,1,4,11,5,14,8,2,0,0,13,49,8,40,11,7,11,12,4,12,2,6,22,3,4,21,0,3,8,3,15,20,4,9,41,60,28,17,5,6,6,78,0,3,10,21,0,8,72,6,45,18
Algeria,2014-02-01,yes,9,39,5,2,49,3,35,20,0,1,6,34,29,10,16,8,13,2,0,9,5,12,11,18,5,19,12,2,11,5,4,2,10,0,0,0,5,1,10,5,3,3,10,3,6,29,2,15,3,0,14,38,4,47,3,0,10,2,21,2,29,2,9,6,5,4,0,26,5,21,18,18,16,1,2,12,7,6,43,7,0,4,0,6,7,9,18,42,1,8,3,3,31,0,22,81,5,2,0,7,16,0,4,2,0,13,9,16,13,1,4,3,11,47,5,0,10,6,20,11,1,13,4,7,27,5,3,18,0,2,6,3,16,21,5,15,46,58,24,19,4,7,2,78,21,4,19,5,0,11,57,2,47,18
Algeria,2014-03-01,yes,8,39,5,3,51,2,23,21,0,0,10,35,26,6,18,4,17,0,0,7,5,14,8,15,5,23,7,3,0,9,5,3,9,0,0,1,6,4,11,10,4,1,5,2,4,34,6,16,3,0,14,42,3,42,4,0,9,2,18,5,32,3,6,6,6,3,6,24,7,15,17,14,18,2,2,12,8,13,50,6,0,9,0,4,4,0,18,31,2,7,4,3,25,4,12,81,5,1,0,4,18,1,6,2,2,12,9,3,10,1,0,0,15,47,11,42,6,8,19,11,2,11,4,5,28,4,3,16,0,2,7,4,21,21,4,13,45,54,23,18.5,2,9,6,74,11,3,10,28,0,10,58,3,47,19
Algeria,2014-04-01,yes,7,29,5,4,47,0,25,20,0,1,9,40,26,11,16,8,13,1,0,5,8,11,11,14,5,18,14,7,0,5,5,2,7,0,0,1,3,4,11,21,3,2,0,2,4,36,4,15,3,0,11,41,5,57,3,0,8,2,12,11,34,1,14,6,5,1,0,24,5,17,26,14,13,1,1,11,9,7,47,6,0,4,0,3,10,18,19,29,3,7,3,3,28,3,13,82,4,2,0,0,24,4,1,1,0,9,6,12,10,4,0,2,12,47,15,0,7,6,17,14,1,10,5,6,24,4,4,14,0,0,7,2,15,20,13,11,36,70,25,17.5,1,7,8,84,0,4,22,55,0,8,74,2,43,18
Algeria,2014-05-01,yes,9,37,4,4,44,2,22,20,0,1,6,37,19,7,13,10,11,2,0,5,9,13,6,14,5,17,13,5,0,6,5,4,5,0,0,2,4,3,11,69,5,3,5,2,6,33,7,13,2,0,11,41,7,49,4,0,7,5,19,5,30,2,13,6,6,4,0,25,9,14,26,15,16,1,4,19,7,4,40,8,0,7,0,4,18,28,21,31,2,10,5,3,29,3,10,82,4,2,0,6,17,2,3,1,0,10,9,16,7,1,0,0,13,48,8,76,7,6,21,12,1,12,2,8,25,4,3,20,0,3,7,3,15,21,69,10,50,57,24,17.5,3,7,6,71,0,4,5,38,0,11,71,1,43,17
Algeria,2014-06-01,yes,11,49,5,2,45,2,28,17,0,1,3,37,29,10,14,6,9,2,0,7,6,13,12,16,5,24,10,0,11,4,5,4,5,0,0,2,3,2,16,5,2,4,5,3,4,34,7,12,2,28,13,43,6,49,3,0,7,1,22,13,26,3,14,5,6,2,3,22,6,13,26,14,18,0,28,9,8,5,47,5,0,4,0,6,5,0,17,36,2,9,4,3,30,0,8,84,5,2,0,0,25,2,3,4,0,10,10,10,3,2,0,2,11,49,5,0,6,6,18,13,1,9,5,8,25,2,3,17,0,1,6,2,11,22,6,10,58,56,21,19.5,4,6,4,65,0,3,13,37,0,10,82,2,46,18
Algeria,2014-07-01,yes,7,25,5,2,41,0,23,21,0,0,7,32,25,9,12,9,5,1,0,2,5,9,11,11,6,19,9,2,0,6,4,3,9,0,0,0,4,2,10,4,3,1,0,3,4,38,1,11,3,0,9,40,4,51,1,0,5,4,18,8,26,2,12,5,6,4,0,20,4,11,23,9,16,3,5,16,7,5,44,5,0,5,0,3,0,9,20,30,2,8,4,2,24,3,3,76,4,2,0,3,18,2,2,2,0,10,8,3,9,1,0,0,10,43,5,0,6,7,47,10,0,6,0,5,24,5,2,15,0,0,7,3,5,18,4,8,46,63,25,16,6,6,5,67,10,2,18,19,0,11,77,0,46,14
Algeria,2014-08-01,yes,4,29,93,4,55,0,27,24,0,2,6,35,28,6,13,11,8,2,0,7,6,7,19,14,6,22,11,2,0,7,8,4,7,0,0,0,4,1,7,2,4,1,0,2,4,36,3,12,2,0,9,31,3,60,0,0,5,1,18,11,30,1,7,4,5,2,0,20,4,16,30,9,18,4,4,13,14,8,45,6,0,10,0,2,0,9,23,31,1,9,5,2,36,0,1,56,5,4,0,6,21,3,1,1,0,14,8,5,10,4,0,5,8,30,0,0,6,8,21,8,4,11,2,5,35,5,5,11,0,1,7,2,5,19,3,9,46,53,17,13.5,0,5,3,71,10,3,18,25,0,10,67,1,49,9
Algeria,2014-09-01,yes,10,26,9,3,46,2,29,21,0,1,9,38,27,10,12,7,14,2,0,7,9,8,14,20,6,24,13,2,100,9,10,4,4,0,0,1,1,2,6,1,4,1,0,1,5,33,3,13,2,0,11,51,4,54,2,0,6,1,25,5,33,1,12,6,6,1,3,21,7,17,36,10,13,3,5,12,19,8,63,6,0,6,0,8,0,0,22,34,2,10,7,2,30,0,1,97,5,4,0,5,24,2,2,0,0,15,9,5,11,4,0,0,11,56,5,0,5,4,18,9,1,10,0,13,37,18,3,16,0,1,5,3,12,20,4,10,59,74,28,17,3,8,3,63,11,4,28,18,0,10,63,1,46,10
Algeria,2014-10-01,yes,8,31,31,4,42,2,25,21,0,1,5,41,26,8,17,8,9,2,0,4,7,10,9,16,6,22,11,0,0,10,7,4,10,0,0,0,4,1,10,2,2,2,10,8,4,30,3,13,1,0,10,48,6,42,1,0,7,4,21,5,30,1,10,5,6,2,0,22,5,16,34,11,14,6,10,15,13,7,51,6,0,5,0,7,0,38,20,37,3,12,6,2,28,3,4,88,5,2,0,0,23,3,5,2,0,8,11,19,8,5,0,0,13,51,3,0,7,6,23,11,1,12,0,10,22,9,2,17,0,1,7,3,13,24,4,9,47,65,23,16,4,10,3,44,0,4,9,15,0,8,52,2,52,14
Algeria,2014-11-01,yes,7,47,57,4,44,4,23,22,10,1,6,39,26,11,15,6,13,1,0,5,6,11,13,16,6,18,28,4,0,8,5,3,11,0,0,0,4,6,12,3,2,0,0,4,5,31,3,17,4,9,13,44,3,38,3,0,7,1,15,6,26,2,10,6,6,2,3,25,3,17,38,13,15,3,39,13,12,12,44,6,0,7,0,6,0,17,22,30,2,11,5,5,44,0,10,83,8,3,0,5,21,3,4,2,0,8,10,12,9,3,0,3,10,49,0,0,5,5,22,11,1,7,2,8,17,9,5,15,0,0,5,3,15,22,6,10,51,64,25,18.5,4,4,4,47,20,1,9,10,0,9,51,1,42,15
Algeria,2014-12-01,yes,9,63,6,5,44,2,23,21,0,1,6,41,23,11,22,8,17,3,0,5,5,13,9,18,5,26,15,2,0,7,5,3,5,0,0,1,8,3,20,3,5,3,5,1,6,34,2,17,6,0,12,40,6,40,4,0,5,3,11,3,26,1,10,6,7,2,3,23,4,16,28,15,15,5,9,13,11,12,44,6,0,6,0,3,0,8,20,33,2,12,5,4,29,0,16,78,8,2,0,7,24,2,2,2,2,8,6,7,5,1,0,2,12,47,7,34,7,6,22,13,1,12,0,10,19,6,3,13,0,0,7,4,26,19,8,9,42,63,22,21,7,5,3,44,0,2,20,8,38,11,47,1,47,17
Algeria,2015-01-01,yes,9,35,4,3,46,2,20,20,0,1,6,42,22,11,16,6,13,3,0,6,7,11,12,16,7,38,13,4,0,7,5,2,7,0,0,0,5,5,12,3,3,2,4,4,4,40,3,14,3,8,12,43,6,47,1,0,8,1,18,6,24,1,11,7,9,4,0,22,2,15,36,15,16,2,2,13,15,6,43,7,0,3,0,11,3,7,17,32,3,11,4,11,30,3,11,76,6,2,0,3,19,2,3,2,0,10,8,2,9,2,3,0,11,47,2,0,5,9,17,12,2,12,3,7,23,6,3,16,0,1,6,3,16,16,4,9,58,62,22,16,1,19,3,46,8,4,4,16,0,10,93,2,47,14
Algeria,2015-02-01,yes,6,27,5,3,70,2,21,20,0,1,5,41,20,10,15,6,11,4,0,5,6,10,12,16,6,22,11,0,0,8,4,4,10,0,0,1,6,3,14,1,3,2,0,3,5,38,3,17,1,0,14,40,6,44,4,0,7,3,17,8,22,1,9,6,6,3,2,21,6,16,24,15,14,2,2,11,12,8,44,5,0,6,0,2,5,8,19,35,3,8,3,10,25,0,14,75,5,3,0,3,21,2,2,3,2,13,7,9,11,2,0,3,11,44,4,31,7,8,26,11,0,12,3,11,24,10,8,13,0,1,6,3,23,16,3,13,36,59,21,18,3,7,5,40,0,2,15,13,0,11,62,1,45,15
Algeria,2015-03-01,yes,6,43,7,2,49,3,24,21,0,1,4,43,18,10,18,7,10,5,0,9,6,11,11,14,4,21,13,0,0,4,3,3,8,0,0,1,4,2,20,1,4,2,0,4,4,32,3,20,2,0,12,41,6,40,2,0,8,1,17,4,23,2,11,6,7,0,2,20,9,14,40,14,15,0,2,9,8,8,44,6,0,2,0,11,4,16,20,34,4,9,4,9,24,0,11,75,4,2,0,6,17,2,1,2,0,10,7,0,10,2,4,1,12,44,7,33,7,12,20,11,2,11,2,5,23,4,4,16,0,1,5,3,24,16,3,12,44,55,21,17,3,10,5,46,0,4,8,6,38,9,67,1,44,14
Algeria,2015-04-01,yes,8,31,6,2,50,2,24,21,0,1,6,42,25,12,13,7,14,4,0,6,6,10,10,11,4,21,10,2,0,8,5,3,15,0,0,1,3,4,15,3,4,2,0,4,4,34,2,13,2,8,14,43,7,44,4,0,5,4,17,4,24,3,7,6,6,2,2,19,7,14,28,12,15,1,2,12,9,9,41,6,0,4,0,8,0,23,22,35,4,13,4,6,26,0,7,78,4,3,0,4,24,2,3,2,2,9,10,0,11,1,0,5,11,45,2,0,7,8,19,11,3,8,2,8,26,7,3,20,0,0,5,2,15,16,2,11,41,63,23,15,1,17,6,46,0,3,15,6,0,10,55,4,48,15
Algeria,2015-05-01,yes,8,38,4,6,48,2,20,22,9,1,7,43,19,11,15,7,11,3,0,7,6,11,9,15,5,20,11,6,0,9,5,3,8,0,0,0,4,3,18,1,4,2,6,4,6,28,4,15,3,8,12,43,6,44,3,0,7,3,22,8,28,2,8,5,6,2,4,18,13,12,30,14,16,1,5,8,17,12,44,7,0,12,0,7,10,0,22,28,2,15,8,5,26,0,8,76,3,2,0,3,21,1,3,1,0,9,12,15,11,0,0,4,13,45,4,0,7,8,19,14,1,12,2,10,25,4,2,24,0,2,5,1,23,19,3,10,53,63,24,17,3,10,5,45,18,3,12,9,0,11,50,4,46,19
Algeria,2015-06-01,yes,7,39,4,2,48,4,19,22,0,2,5,38,21,12,17,8,11,4,0,5,7,11,9,15,4,18,13,2,0,6,5,5,6,0,0,1,2,2,25,3,2,1,0,3,4,30,3,15,3,0,9,41,9,43,4,0,8,2,20,6,23,1,10,4,6,3,2,17,4,13,27,13,14,1,32,14,15,8,41,6,0,7,0,7,7,8,23,31,3,12,6,3,23,5,6,80,4,4,0,11,22,3,2,3,2,8,6,11,17,3,7,1,11,45,6,0,6,6,19,9,4,11,3,7,24,7,4,14,0,2,7,2,25,19,5,11,41,66,22,15,4,10,3,37,8,4,26,19,0,9,46,1,40,20
Algeria,2015-07-01,yes,6,30,8,3,50,2,25,23,9,1,5,36,17,7,15,5,9,4,0,7,6,9,10,13,5,24,14,12,0,7,4,4,2,0,0,1,1,3,18,1,2,1,4,3,4,39,4,16,6,0,11,31,4,57,2,0,6,4,15,2,24,1,12,4,6,2,2,16,6,12,30,10,17,1,5,17,15,7,38,4,0,5,0,8,0,8,23,32,4,12,3,3,25,3,2,57,5,3,0,3,18,2,3,4,2,10,11,2,12,2,7,1,11,32,6,32,6,10,14,14,2,12,4,6,28,6,5,20,0,2,5,2,14,17,5,11,41,55,17,15.5,0,9,5,48,0,4,27,12,0,8,51,1,38,13
Algeria,2015-08-01,yes,10,35,92,2,48,2,25,18,0,0,6,42,21,10,12,6,9,4,0,7,5,6,13,14,6,21,10,2,0,7,5,3,7,0,0,2,3,2,10,1,2,1,4,2,4,31,1,14,3,0,9,40,5,61,2,0,5,1,25,7,24,2,9,5,6,1,0,15,6,16,28,8,11,2,3,16,17,7,44,5,0,10,0,7,0,7,28,34,2,16,4,4,29,2,1,72,5,3,0,4,16,1,5,1,0,12,14,6,12,0,0,2,9,41,2,0,4,5,12,10,3,8,3,8,26,6,4,22,0,0,6,2,8,20,3,12,55,64,21,16.5,4,10,4,59,0,4,13,8,0,9,53,1,43,9
Algeria,2015-09-01,yes,7,33,14,4,41,2,34,22,12,1,5,47,21,10,12,5,8,4,0,6,8,8,16,16,7,23,14,5,9,9,5,4,11,0,0,1,4,4,5,1,3,1,4,3,4,35,2,14,4,0,10,48,4,54,1,0,5,1,25,10,30,2,10,4,8,1,0,15,7,18,26,9,12,2,4,14,15,8,51,6,0,9,0,5,0,0,27,29,3,15,4,7,29,4,1,91,6,3,0,3,21,3,3,2,2,7,9,8,14,2,6,2,10,52,2,0,4,8,20,13,2,9,2,9,25,7,6,15,0,1,4,2,11,22,3,12,64,72,28,15,6,11,4,57,0,5,14,6,0,9,49,0,43,12
Algeria,2015-10-01,yes,8,61,85,3,48,0,27,23,0,1,6,41,19,9,16,6,10,4,0,6,6,9,12,15,6,14,13,6,9,7,5,3,6,0,0,0,4,3,9,1,2,2,4,2,4,31,2,15,2,0,8,44,5,45,2,0,5,2,21,6,23,1,6,4,6,1,2,17,6,16,27,9,13,0,10,13,15,7,43,6,0,10,0,8,0,0,25,43,2,13,4,7,28,4,4,85,5,3,0,3,19,2,3,0,2,12,7,4,8,2,0,1,10,47,2,0,4,7,22,13,3,11,2,9,21,5,3,22,0,1,5,3,11,23,4,9,41,67,26,15.5,3,12,3,33,8,3,18,22,0,8,46,1,39,13
Algeria,2015-11-01,yes,7,45,8,3,44,2,25,22,0,1,5,42,20,9,18,4,8,2,0,4,5,10,10,16,5,18,10,0,0,9,4,1,10,0,0,1,5,2,16,2,4,1,0,2,4,27,3,17,3,15,13,44,7,39,2,0,5,1,14,6,21,3,9,5,7,2,2,22,5,13,21,13,15,3,43,21,11,11,44,8,0,9,0,5,3,21,19,32,2,15,4,6,24,0,9,81,5,5,0,3,15,2,4,2,0,8,9,8,7,2,6,3,10,46,4,0,7,5,18,12,3,9,2,9,15,5,3,21,0,1,5,2,11,21,4,9,37,69,22,16.5,5,8,5,32,8,3,7,36,0,10,48,2,37,14
Algeria,2015-12-01,yes,6,57,5,3,54,3,26,19,0,1,5,31,19,10,15,10,11,4,0,7,7,10,12,16,4,13,11,5,0,8,4,4,9,0,0,1,8,6,26,2,2,3,4,4,4,31,2,17,3,0,11,43,7,33,4,0,7,2,13,5,19,2,10,4,7,4,0,18,5,18,19,15,15,3,11,14,9,8,38,5,0,7,0,6,2,14,23,31,4,9,4,5,23,3,15,76,5,5,0,4,15,3,4,2,3,11,7,12,5,2,3,2,13,42,0,0,5,7,27,14,10,7,4,7,13,7,7,11,0,1,8,2,19,18,4,9,42,66,21,16.5,4,11,5,31,0,2,7,27,0,9,48,0,44,14
Algeria,2016-01-01,yes,6,33,5,3,47,3,21,19,7,1,5,39,22,8,14,6,11,3,0,9,5,10,13,14,7,19,16,3,0,4,4,4,8,0,0,1,5,5,12,4,1,2,3,3,4,35,2,12,3,7,10,43,7,47,2,0,8,4,27,4,24,1,9,5,7,3,2,17,8,16,25,14,14,0,2,21,12,11,38,5,0,4,0,5,0,19,23,28,2,11,4,7,29,7,11,77,4,2,0,6,18,2,3,1,0,9,9,9,33,1,3,3,11,44,5,0,6,8,21,13,6,12,2,7,21,6,3,16,0,1,5,2,13,15,5,10,36,73,24,16.5,3,10,6,38,0,4,16,19,0,11,86,2,45,17
Algeria,2016-02-01,yes,9,38,5,4,44,1,20,19,6,1,6,29,18,9,16,10,12,3,0,5,9,11,12,19,6,20,14,3,0,6,3,3,4,0,0,1,5,4,16,1,5,2,3,3,4,31,3,19,4,6,9,39,9,43,3,0,10,2,22,3,22,2,11,4,5,5,0,15,8,14,25,15,14,6,2,18,11,7,41,5,0,6,0,3,0,17,22,33,2,13,3,10,32,2,16,66,5,5,0,3,13,3,3,2,2,8,8,6,18,3,0,3,11,41,5,0,5,7,17,13,13,9,1,10,24,5,3,17,0,1,6,3,19,16,3,13,40,63,23,18.5,4,14,3,28,0,4,9,17,0,9,55,1,43,15
Algeria,2016-03-01,yes,7,38,5,2,42,3,19,19,0,1,7,32,19,12,15,10,11,3,0,6,5,11,13,16,4,18,12,1,0,8,3,5,5,0,0,2,7,6,27,3,6,2,3,4,4,29,4,17,3,0,11,39,12,38,4,0,9,3,20,10,22,1,14,6,6,2,4,14,4,16,21,15,13,3,1,21,10,10,38,6,0,5,0,8,4,12,22,30,4,9,4,11,25,2,13,66,6,4,0,2,15,3,4,1,0,11,8,8,17,1,3,2,13,42,2,25,5,7,20,12,10,11,4,8,20,4,2,26,0,1,5,3,17,17,6,12,35,61,21,22.5,2,8,2,29,0,4,6,21,0,10,54,4,42,19
Algeria,2016-04-01,yes,5,33,6,3,40,2,27,19,6,1,7,35,16,9,15,8,14,4,0,5,7,10,11,13,7,17,11,1,0,6,4,5,4,0,0,1,6,3,16,2,3,1,0,2,4,31,3,14,4,6,10,42,7,49,2,0,7,3,15,6,23,3,14,5,7,1,3,14,4,12,22,12,15,7,2,18,13,12,40,6,0,6,0,8,4,22,26,31,2,11,4,7,25,2,7,70,6,6,0,0,16,2,6,1,1,8,9,9,11,2,0,1,13,43,0,22,5,7,19,9,16,9,1,9,25,5,4,19,0,2,4,5,13,17,4,12,42,66,23,28.5,3,10,1,29,0,3,5,14,0,10,49,2,39,17
Algeria,2016-05-01,yes,7,32,4,3,39,2,23,18,0,1,6,35,16,9,14,8,11,2,0,7,6,11,12,18,5,13,11,1,0,6,4,4,11,0,0,1,4,6,19,2,3,1,0,3,4,31,4,14,2,12,10,40,9,43,3,0,9,3,19,5,23,1,13,4,5,2,0,13,4,11,19,13,11,4,4,16,11,7,39,5,0,7,0,11,6,17,26,28,2,8,7,6,21,5,9,67,5,5,0,4,16,1,3,3,0,8,12,10,14,3,3,3,12,41,2,23,4,11,23,13,10,8,3,8,17,7,3,22,0,2,6,2,14,18,4,11,40,66,21,27,4,11,3,24,0,4,20,19,0,12,38,1,38,20
Algeria,2016-06-01,yes,5,26,5,2,37,2,26,19,0,1,8,33,16,10,15,8,11,3,0,5,6,11,12,17,4,17,12,1,0,6,4,6,7,0,0,3,4,6,29,3,5,3,0,2,4,34,3,16,3,6,10,40,8,46,4,0,7,3,16,2,21,2,20,5,6,3,2,12,6,11,25,13,9,2,27,21,10,9,41,6,0,4,0,9,9,17,23,28,1,10,8,6,25,2,6,68,5,3,0,10,16,2,7,2,1,8,10,10,10,1,3,1,12,42,3,46,6,8,16,11,9,8,0,10,19,6,3,26,0,3,4,4,12,19,4,12,49,71,21,29.5,3,7,6,43,13,2,0,13,26,11,41,3,41,21
Algeria,2016-07-01,yes,7,36,21,2,40,3,29,20,0,2,3,37,18,9,13,8,8,1,0,6,6,7,12,15,6,20,14,4,7,8,3,4,9,0,0,2,2,4,10,2,3,2,3,5,4,29,2,16,3,12,8,24,5,66,2,0,8,5,29,4,18,2,19,5,6,2,2,11,2,13,30,8,12,3,3,18,7,8,35,4,0,10,0,8,0,0,24,28,1,10,5,5,22,9,2,39,8,8,0,2,18,1,6,0,1,10,13,10,5,1,3,2,12,22,0,0,5,6,16,10,12,9,2,9,25,6,5,24,0,0,5,3,5,18,6,11,40,48,14,23,3,8,3,45,13,4,12,14,0,8,47,1,40,12
Algeria,2016-08-01,yes,7,31,78,4,38,1,29,18,0,2,4,41,16,8,12,7,8,2,0,5,5,7,11,16,7,19,23,4,0,6,5,7,9,0,0,1,1,2,7,2,3,0,0,2,4,28,3,13,4,6,8,48,5,55,2,0,8,1,24,5,21,1,15,3,6,0,3,11,3,12,32,6,9,15,2,16,10,7,46,6,0,6,0,4,0,12,19,25,1,9,6,4,26,2,1,84,6,3,0,3,15,1,6,0,0,9,11,8,8,0,0,2,11,50,3,0,3,9,12,11,9,9,2,12,23,5,4,14,0,1,4,2,8,18,3,11,47,77,25,26.5,2,9,7,41,7,2,12,10,0,8,52,4,40,9
Algeria,2016-09-01,yes,6,38,21,2,35,4,24,19,0,0,6,42,17,10,12,6,10,2,0,7,9,8,13,14,6,17,15,3,0,7,3,19,9,0,0,1,4,3,4,2,3,1,0,5,5,29,2,15,4,28,9,50,3,50,2,0,7,2,24,7,23,1,14,4,6,0,2,11,6,15,23,7,11,10,3,15,12,9,48,5,0,3,0,6,2,7,22,28,1,12,4,3,25,2,1,82,7,5,0,2,18,1,6,2,0,9,11,7,16,2,3,1,11,50,0,0,4,8,13,9,7,16,2,17,22,5,3,22,0,1,5,2,5,19,3,13,57,82,26,26.5,5,11,2,34,0,4,13,25,0,9,49,2,35,10
Algeria,2016-10-01,yes,7,38,61,3,37,0,21,19,8,1,5,43,19,6,16,7,10,3,0,4,6,9,10,17,6,25,14,5,0,6,3,27,13,0,0,1,3,3,14,3,2,3,4,4,5,30,1,19,2,0,12,50,6,40,2,0,6,1,23,5,20,1,13,4,5,3,3,13,5,12,24,10,11,11,7,16,9,7,51,6,0,7,0,5,0,14,18,34,4,15,5,5,22,9,4,80,7,4,0,0,15,3,7,1,1,9,14,4,4,1,0,4,10,48,4,0,2,9,16,12,8,14,2,26,15,4,3,16,0,0,5,3,8,20,3,12,49,78,23,23,4,6,2,29,23,4,17,11,0,10,42,2,43,12
Algeria,2016-11-01,yes,10,40,5,2,33,0,21,22,7,1,5,32,16,9,14,4,11,4,0,4,6,10,10,17,5,25,12,3,0,5,4,3,6,0,0,1,4,4,15,4,5,1,5,3,4,26,4,19,3,6,10,48,6,37,3,0,9,2,17,3,22,3,14,5,8,3,2,14,6,14,25,12,10,2,35,21,6,9,40,6,0,10,0,6,2,38,18,28,2,13,3,6,22,17,11,73,6,6,0,4,18,2,4,1,0,6,8,7,13,3,0,2,11,46,7,26,3,7,16,9,5,11,2,9,14,7,1,14,0,1,5,4,10,21,12,13,40,69,21,23,2,6,2,27,0,3,15,7,29,10,38,4,37,16
Algeria,2016-12-01,yes,8,51,5,2,35,4,18,20,14,1,3,32,17,11,20,5,13,3,0,5,6,11,9,16,5,13,11,5,0,6,3,5,6,0,0,1,4,6,22,36,3,2,0,3,4,30,5,20,4,7,11,45,7,35,5,0,8,3,16,4,21,1,12,3,5,3,4,12,8,15,21,15,12,6,16,15,7,9,39,5,0,7,0,6,3,32,16,26,1,14,5,5,20,19,17,71,5,4,0,7,15,3,6,3,1,10,10,9,7,3,0,2,12,43,0,26,3,9,13,13,4,10,5,10,11,4,1,16,0,1,6,1,20,20,16,11,42,70,22,23.5,3,7,2,23,14,2,6,9,0,14,39,1,37,18
Algeria,2017-01-01,yes,7,30,5,2,39,1,21,21,0,1,5,30,16,10,15,9,12,3,0,6,5,10,9,15,5,19,13,3,0,4,3,5,8,0,0,0,5,4,19,3,3,2,0,1,4,32,1,18,4,24,10,44,6,46,4,0,6,4,21,5,20,1,17,4,6,3,2,12,6,12,27,14,12,3,2,10,7,8,39,5,0,4,0,5,2,6,14,29,1,16,5,8,22,4,10,72,6,6,0,4,13,1,8,1,1,9,11,11,10,2,0,1,11,44,2,24,3,8,13,11,7,12,1,10,14,4,3,17,0,1,5,3,12,18,4,11,39,73,22,25.5,4,8,1,27,0,3,17,8,0,8,66,4,35,16
Algeria,2017-02-01,yes,8,29,4,3,32,2,19,20,6,1,5,34,13,9,15,6,10,2,0,3,6,9,12,14,6,15,10,3,0,5,3,7,7,0,0,1,4,4,17,3,3,3,3,5,5,32,2,19,2,23,12,44,7,35,4,0,9,5,19,2,20,2,11,4,6,2,4,13,5,14,23,13,11,7,1,14,6,5,33,5,0,5,0,4,0,0,14,38,3,18,3,4,21,2,14,67,6,4,0,3,10,2,9,3,0,10,7,5,10,2,0,5,10,41,2,0,4,7,26,11,9,9,3,10,16,7,2,14,0,2,6,2,12,22,5,12,32,70,18,20,3,5,3,23,0,4,16,5,0,10,47,4,30,15
Algeria,2017-03-01,yes,8,27,5,4,32,1,23,24,0,1,7,33,13,10,16,11,10,3,0,5,7,9,15,20,5,14,11,2,8,5,3,2,15,0,0,1,4,1,33,5,4,2,10,4,6,31,3,21,3,0,15,43,7,36,4,0,9,2,15,3,20,2,16,5,6,2,2,13,7,13,24,14,12,7,1,17,7,10,39,5,0,6,0,4,2,6,13,29,4,15,4,3,20,2,25,69,5,6,0,2,14,3,8,1,0,11,7,9,6,2,0,0,12,42,0,0,4,6,13,12,2,13,2,9,13,7,4,21,0,1,6,2,23,23,5,15,29,72,19,22.5,3,7,4,20,0,3,19,12,29,11,43,5,32,20
Algeria,2017-04-01,yes,6,20,4,2,29,2,25,24,7,1,7,42,13,10,14,10,12,3,0,6,8,9,13,14,5,13,15,3,0,6,3,3,9,0,0,2,4,3,13,9,3,1,3,3,6,32,3,18,2,6,14,49,12,45,2,0,6,2,15,6,21,2,15,5,6,1,2,13,7,13,21,12,14,2,2,14,7,11,41,4,0,6,0,9,5,12,17,35,2,17,6,4,22,3,15,76,6,4,0,4,13,2,6,1,1,8,9,7,8,1,11,2,13,46,8,0,4,9,12,13,7,14,5,9,17,10,3,20,0,2,5,3,13,21,7,10,37,76,23,23.5,3,11,5,22,0,3,9,13,0,10,41,2,34,16
